2025-12-10T05:07:09.314510 -130.1704101
2025-12-10T05:39:44.144638 low_power_mode: 1
2025-12-10T05:39:44.144638 status_events: 154
2025-12-10T05:39:44.148380 acceleration: 14.4000
2025-12-10T05:39:44.148380 height_pressure: 17.20
2025-12-10T05:39:44.152303 height_gnss: 24.40
2025-12-10T05:39:44.152303 lat_gnss: 73.3802795
2025-12-10T05:39:44.156808 lon_gnss: -47.9611663
2025-12-10T05:39:44.156808 battery_voltage: 5.98
2025-12-10T05:39:44.157310 rssi: -52.00
2025-12-10T05:39:44.160809 time_since_last_packet: 126
2025-12-10T05:39:44.286497 temperature > 80 C: 30
2025-12-10T05:39:44.288001 subsystem_status: 4
2025-12-10T05:39:44.288503 flight_mode: 1
2025-12-10T05:39:44.289003 low_power_mode: 1
2025-12-10T05:39:44.292009 status_events: 192
2025-12-10T05:39:44.293021 acceleration: 11.3700
2025-12-10T05:39:44.296030 height_pressure: 12.20
2025-12-10T05:39:44.296530 height_gnss: 7.80
2025-12-10T05:39:44.296530 lat_gnss: -63.1762351
2025-12-10T05:39:44.307036 lon_gnss: -46.7164154
2025-12-10T05:39:44.307539 battery_voltage: 8.08
2025-12-10T05:39:44.307539 rssi: -57.00
2025-12-10T05:39:44.308039 time_since_last_packet: 126
2025-12-10T05:39:44.434245 temperature > 80 C: 77
2025-12-10T05:39:44.434749 subsystem_status: 4
2025-12-10T05:39:44.434749 flight_mode: 0
2025-12-10T05:39:44.434749 low_power_mode: 0
2025-12-10T05:39:44.434749 status_events: 121
2025-12-10T05:39:44.435752 acceleration: 0.9600
2025-12-10T05:39:44.439255 height_pressure: 14.40
2025-12-10T05:39:44.439756 height_gnss: 15.80
2025-12-10T05:39:44.443760 lat_gnss: -79.9608764
2025-12-10T05:39:44.443760 lon_gnss: -75.5699462
2025-12-10T05:39:44.447702 battery_voltage: 5.86
2025-12-10T05:39:44.447702 rssi: -71.00
2025-12-10T05:39:44.451202 time_since_last_packet: 125
2025-12-10T05:39:44.576879 temperature > 80 C: 44
2025-12-10T05:39:44.577382 subsystem_status: 5
2025-12-10T05:39:44.577382 flight_mode: 1
2025-12-10T05:39:44.578956 low_power_mode: 1
2025-12-10T05:39:44.578956 status_events: 105
2025-12-10T05:39:44.582085 acceleration: 9.9800
2025-12-10T05:39:44.583088 height_pressure: 18.50
2025-12-10T05:39:44.586592 height_gnss: 17.90
2025-12-10T05:39:44.587092 lat_gnss: 20.5951156
2025-12-10T05:39:44.591092 lon_gnss: 92.8509292
2025-12-10T05:39:44.591092 battery_voltage: 6.61
2025-12-10T05:39:44.591092 rssi: -62.00
2025-12-10T05:39:44.595096 time_since_last_packet: 126
2025-12-10T05:39:44.721096 temperature > 80 C: 36
2025-12-10T05:39:44.721600 subsystem_status: 1
2025-12-10T05:39:44.722100 flight_mode: 1
2025-12-10T05:39:44.722100 low_power_mode: 0
2025-12-10T05:39:44.726614 status_events: 108
2025-12-10T05:39:44.726614 acceleration: 6.3100
2025-12-10T05:39:44.727111 height_pressure: 3.40
2025-12-10T05:39:44.737622 height_gnss: 3.70
2025-12-10T05:39:44.738125 lat_gnss: 74.9244613
2025-12-10T05:39:44.738125 lon_gnss: -58.0907325
2025-12-10T05:39:44.738624 battery_voltage: 11.39
2025-12-10T05:39:44.738624 rssi: -81.00
2025-12-10T05:39:44.738624 time_since_last_packet: 126
2025-12-10T05:39:44.865362 temperature > 80 C: 21
2025-12-10T05:39:44.865866 subsystem_status: 5
2025-12-10T05:39:44.865866 flight_mode: 1
2025-12-10T05:39:44.866366 low_power_mode: 0
2025-12-10T05:39:44.869362 status_events: 54
2025-12-10T05:39:44.869862 acceleration: 16.1300
2025-12-10T05:39:44.873867 height_pressure: 26.90
2025-12-10T05:39:44.873867 height_gnss: 8.50
2025-12-10T05:39:44.877872 lat_gnss: 46.9029617
2025-12-10T05:39:44.877872 lon_gnss: -163.1970825
2025-12-10T05:39:44.881872 battery_voltage: 5.16
2025-12-10T05:39:44.881872 rssi: -33.00
2025-12-10T05:39:44.885215 time_since_last_packet: 125
2025-12-10T05:39:45.011484 temperature > 80 C: 80
2025-12-10T05:39:45.011986 subsystem_status: 7
2025-12-10T05:39:45.011986 flight_mode: 1
2025-12-10T05:39:45.012487 low_power_mode: 1
2025-12-10T05:39:45.013491 status_events: 132
2025-12-10T05:39:45.016995 acceleration: 19.4700
2025-12-10T05:39:45.017495 height_pressure: 11.80
2025-12-10T05:39:45.020995 height_gnss: 28.60
2025-12-10T05:39:45.021495 lat_gnss: 31.2281780
2025-12-10T05:39:45.021495 lon_gnss: 162.3299865
2025-12-10T05:39:45.025213 battery_voltage: 11.81
2025-12-10T05:39:45.025714 rssi: -52.00
2025-12-10T05:39:45.029213 time_since_last_packet: 126
2025-12-10T05:39:45.155441 temperature > 80 C: 48
2025-12-10T05:39:45.155944 subsystem_status: 1
2025-12-10T05:39:45.156444 flight_mode: 1
2025-12-10T05:39:45.156444 low_power_mode: 0
2025-12-10T05:39:45.156444 status_events: 241
2025-12-10T05:39:45.160444 acceleration: 18.2600
2025-12-10T05:39:45.160444 height_pressure: 13.90
2025-12-10T05:39:45.164452 height_gnss: 28.90
2025-12-10T05:39:45.164952 lat_gnss: -77.8873519
2025-12-10T05:39:45.168452 lon_gnss: -129.8641815
2025-12-10T05:39:45.168952 battery_voltage: 11.51
2025-12-10T05:39:45.172453 rssi: -50.00
2025-12-10T05:39:45.172453 time_since_last_packet: 126
2025-12-10T05:39:45.298553 temperature > 80 C: 66
2025-12-10T05:39:45.299556 subsystem_status: 6
2025-12-10T05:39:45.300057 flight_mode: 1
2025-12-10T05:39:45.300057 low_power_mode: 0
2025-12-10T05:39:45.303562 status_events: 208
2025-12-10T05:39:45.304063 acceleration: 4.8000
2025-12-10T05:39:45.307727 height_pressure: 27.20
2025-12-10T05:39:45.308228 height_gnss: 2.90
2025-12-10T05:39:45.311726 lat_gnss: 83.2520294
2025-12-10T05:39:45.312226 lon_gnss: -166.8661499
2025-12-10T05:39:45.315732 battery_voltage: 10.03
2025-12-10T05:39:45.316232 rssi: -66.00
2025-12-10T05:39:45.319732 time_since_last_packet: 126
2025-12-10T05:39:45.445800 temperature > 80 C: 59
2025-12-10T05:39:45.446303 subsystem_status: 3
2025-12-10T05:39:45.446303 flight_mode: 1
2025-12-10T05:39:45.447303 low_power_mode: 0
2025-12-10T05:39:45.447303 status_events: 218
2025-12-10T05:39:45.451303 acceleration: 17.7300
2025-12-10T05:39:45.451803 height_pressure: 16.20
2025-12-10T05:39:45.455309 height_gnss: 7.80
2025-12-10T05:39:45.455309 lat_gnss: 37.8030776
2025-12-10T05:39:45.455810 lon_gnss: 125.6595535
2025-12-10T05:39:45.466318 battery_voltage: 7.30
2025-12-10T05:39:45.466820 rssi: -62.00
2025-12-10T05:39:45.467321 time_since_last_packet: 125
2025-12-10T05:39:45.586582 temperature > 80 C: 39
2025-12-10T05:39:45.586582 subsystem_status: 6
2025-12-10T05:39:45.590894 flight_mode: 1
2025-12-10T05:39:45.591392 low_power_mode: 1
2025-12-10T05:39:45.591392 status_events: 251
2025-12-10T05:39:45.594400 acceleration: 6.6600
2025-12-10T05:39:45.594900 height_pressure: 5.40
2025-12-10T05:39:45.598900 height_gnss: 24.30
2025-12-10T05:39:45.598900 lat_gnss: 84.5327682
2025-12-10T05:39:45.602404 lon_gnss: 16.2847023
2025-12-10T05:39:45.602404 battery_voltage: 10.40
2025-12-10T05:39:45.606912 rssi: -41.00
2025-12-10T05:39:45.606912 time_since_last_packet: 126
2025-12-10T05:39:45.733105 temperature > 80 C: 40
2025-12-10T05:39:45.733608 subsystem_status: 4
2025-12-10T05:39:45.734109 flight_mode: 0
2025-12-10T05:39:45.734109 low_power_mode: 1
2025-12-10T05:39:45.738126 status_events: 19
2025-12-10T05:39:45.738126 acceleration: 9.8800
2025-12-10T05:39:45.742127 height_pressure: 11.70
2025-12-10T05:39:45.742127 height_gnss: 21.00
2025-12-10T05:39:45.746133 lat_gnss: 10.9621686
2025-12-10T05:39:45.746133 lon_gnss: 179.0932464
2025-12-10T05:39:45.750037 battery_voltage: 10.01
2025-12-10T05:39:45.750537 rssi: -77.00
2025-12-10T05:39:45.750537 time_since_last_packet: 125
2025-12-10T05:39:45.876016 temperature > 80 C: 85
2025-12-10T05:39:45.877019 subsystem_status: 2
2025-12-10T05:39:45.877519 flight_mode: 0
2025-12-10T05:39:45.881022 low_power_mode: 0
2025-12-10T05:39:45.881520 status_events: 241
2025-12-10T05:39:45.885527 acceleration: 3.8700
2025-12-10T05:39:45.885527 height_pressure: 11.30
2025-12-10T05:39:45.886025 height_gnss: 14.40
2025-12-10T05:39:45.889525 lat_gnss: -10.9986133
2025-12-10T05:39:45.890025 lon_gnss: 30.7157726
2025-12-10T05:39:45.893528 battery_voltage: 11.09
2025-12-10T05:39:45.894031 rssi: -53.00
2025-12-10T05:39:45.897533 time_since_last_packet: 125
2025-12-10T05:39:46.023445 temperature > 80 C: 26
2025-12-10T05:39:46.023945 subsystem_status: 3
2025-12-10T05:39:46.024949 flight_mode: 1
2025-12-10T05:39:46.025457 low_power_mode: 0
2025-12-10T05:39:46.025457 status_events: 215
2025-12-10T05:39:46.028945 acceleration: 15.4800
2025-12-10T05:39:46.028945 height_pressure: 19.10
2025-12-10T05:39:46.032287 height_gnss: 17.20
2025-12-10T05:39:46.033290 lat_gnss: 0.5404930
2025-12-10T05:39:46.037133 lon_gnss: -170.2484436
2025-12-10T05:39:46.037133 battery_voltage: 6.10
2025-12-10T05:39:46.037133 rssi: -45.00
2025-12-10T05:39:46.041136 time_since_last_packet: 125
2025-12-10T05:39:46.167188 temperature > 80 C: 88
2025-12-10T05:39:46.168190 subsystem_status: 1
2025-12-10T05:39:46.168190 flight_mode: 1
2025-12-10T05:39:46.168690 low_power_mode: 1
2025-12-10T05:39:46.172191 status_events: 217
2025-12-10T05:39:46.172191 acceleration: 13.4400
2025-12-10T05:39:46.176196 height_pressure: 3.70
2025-12-10T05:39:46.176196 height_gnss: 16.00
2025-12-10T05:39:46.180196 lat_gnss: -82.2548980
2025-12-10T05:39:46.180696 lon_gnss: 62.9272994
2025-12-10T05:39:46.180696 battery_voltage: 11.16
2025-12-10T05:39:46.191070 rssi: -78.00
2025-12-10T05:39:46.191573 time_since_last_packet: 125
2025-12-10T05:39:46.307486 temperature > 80 C: 41
2025-12-10T05:39:46.311489 subsystem_status: 5
2025-12-10T05:39:46.311489 flight_mode: 1
2025-12-10T05:39:46.315324 low_power_mode: 1
2025-12-10T05:39:46.315824 status_events: 81
2025-12-10T05:39:46.315824 acceleration: 11.0300
2025-12-10T05:39:46.319824 height_pressure: 25.90
2025-12-10T05:39:46.319824 height_gnss: 24.40
2025-12-10T05:39:46.323829 lat_gnss: -31.0883884
2025-12-10T05:39:46.323829 lon_gnss: -63.9319839
2025-12-10T05:39:46.327832 battery_voltage: 5.06
2025-12-10T05:39:46.327832 rssi: -35.00
2025-12-10T05:39:46.331767 time_since_last_packet: 125
2025-12-10T05:39:46.456865 temperature > 80 C: 66
2025-12-10T05:39:46.457369 subsystem_status: 1
2025-12-10T05:39:46.458869 flight_mode: 0
2025-12-10T05:39:46.459873 low_power_mode: 0
2025-12-10T05:39:46.459873 status_events: 20
2025-12-10T05:39:46.462368 acceleration: 14.7900
2025-12-10T05:39:46.463382 height_pressure: 4.90
2025-12-10T05:39:46.466897 height_gnss: 27.70
2025-12-10T05:39:46.467390 lat_gnss: 58.8973999
2025-12-10T05:39:46.471030 lon_gnss: -76.0900268
2025-12-10T05:39:46.471530 battery_voltage: 10.91
2025-12-10T05:39:46.471530 rssi: -41.00
2025-12-10T05:39:46.475035 time_since_last_packet: 125
2025-12-10T05:39:46.601247 temperature > 80 C: 75
2025-12-10T05:39:46.601749 subsystem_status: 4
2025-12-10T05:39:46.602249 flight_mode: 1
2025-12-10T05:39:46.602249 low_power_mode: 0
2025-12-10T05:39:46.606253 status_events: 228
2025-12-10T05:39:46.606253 acceleration: 2.7000
2025-12-10T05:39:46.610398 height_pressure: 28.70
2025-12-10T05:39:46.610901 height_gnss: 2.80
2025-12-10T05:39:46.610901 lat_gnss: -1.7842049
2025-12-10T05:39:46.614920 lon_gnss: 102.9070739
2025-12-10T05:39:46.614920 battery_voltage: 11.74
2025-12-10T05:39:46.618769 rssi: -45.00
2025-12-10T05:39:46.618769 time_since_last_packet: 125
2025-12-10T05:39:46.745331 temperature > 80 C: 52
2025-12-10T05:39:46.745834 subsystem_status: 1
2025-12-10T05:39:46.745834 flight_mode: 0
2025-12-10T05:39:46.749835 low_power_mode: 1
2025-12-10T05:39:46.749835 status_events: 88
2025-12-10T05:39:46.749835 acceleration: 5.8000
2025-12-10T05:39:46.753840 height_pressure: 27.40
2025-12-10T05:39:46.754341 height_gnss: 29.60
2025-12-10T05:39:46.757768 lat_gnss: 29.7883510
2025-12-10T05:39:46.758342 lon_gnss: 129.9531402
2025-12-10T05:39:46.761845 battery_voltage: 5.25
2025-12-10T05:39:46.762345 rssi: -74.00
2025-12-10T05:39:46.765851 time_since_last_packet: 126
2025-12-10T05:39:46.891817 temperature > 80 C: 53
2025-12-10T05:39:46.892316 subsystem_status: 4
2025-12-10T05:39:46.892316 flight_mode: 0
2025-12-10T05:39:46.893320 low_power_mode: 1
2025-12-10T05:39:46.893320 status_events: 157
2025-12-10T05:39:46.897410 acceleration: 6.9100
2025-12-10T05:39:46.897410 height_pressure: 14.90
2025-12-10T05:39:46.901410 height_gnss: 9.80
2025-12-10T05:39:46.901410 lat_gnss: -31.2771644
2025-12-10T05:39:46.905417 lon_gnss: 114.5335617
2025-12-10T05:39:46.905915 battery_voltage: 5.79
2025-12-10T05:39:46.905915 rssi: -91.00
2025-12-10T05:39:46.909415 time_since_last_packet: 126
2025-12-10T05:39:47.034101 temperature > 80 C: 81
2025-12-10T05:39:47.034602 subsystem_status: 2
2025-12-10T05:39:47.036602 flight_mode: 1
2025-12-10T05:39:47.036602 low_power_mode: 0
2025-12-10T05:39:47.036602 status_events: 173
2025-12-10T05:39:47.047357 acceleration: 17.3900
2025-12-10T05:39:47.047863 height_pressure: 28.20
2025-12-10T05:39:47.047863 height_gnss: 24.70
2025-12-10T05:39:47.048363 lat_gnss: -34.6523284
2025-12-10T05:39:47.048863 lon_gnss: -48.3221092
2025-12-10T05:39:47.048863 battery_voltage: 9.96
2025-12-10T05:39:47.052363 rssi: -45.00
2025-12-10T05:39:47.052363 time_since_last_packet: 126
2025-12-10T05:39:47.179043 temperature > 80 C: 65
2025-12-10T05:39:47.179546 subsystem_status: 0
2025-12-10T05:39:47.180045 flight_mode: 0
2025-12-10T05:39:47.180045 low_power_mode: 1
2025-12-10T05:39:47.183942 status_events: 237
2025-12-10T05:39:47.184444 acceleration: 12.8200
2025-12-10T05:39:47.187942 height_pressure: 6.50
2025-12-10T05:39:47.188442 height_gnss: 19.30
2025-12-10T05:39:47.191942 lat_gnss: -52.9269828
2025-12-10T05:39:47.192442 lon_gnss: 105.6050491
2025-12-10T05:39:47.195947 battery_voltage: 5.12
2025-12-10T05:39:47.196447 rssi: -83.00
2025-12-10T05:39:47.199948 time_since_last_packet: 126
2025-12-10T05:39:47.325706 temperature > 80 C: 70
2025-12-10T05:39:47.326210 subsystem_status: 4
2025-12-10T05:39:47.326709 flight_mode: 1
2025-12-10T05:39:47.327209 low_power_mode: 0
2025-12-10T05:39:47.327710 status_events: 98
2025-12-10T05:39:47.331209 acceleration: 19.2500
2025-12-10T05:39:47.331709 height_pressure: 29.50
2025-12-10T05:39:47.335214 height_gnss: 23.00
2025-12-10T05:39:47.335214 lat_gnss: -56.4821205
2025-12-10T05:39:47.335214 lon_gnss: -60.4822082
2025-12-10T05:39:47.339789 battery_voltage: 6.99
2025-12-10T05:39:47.339789 rssi: -74.00
2025-12-10T05:39:47.343295 time_since_last_packet: 126
2025-12-10T05:39:47.469158 temperature > 80 C: 69
2025-12-10T05:39:47.469661 subsystem_status: 3
2025-12-10T05:39:47.470661 flight_mode: 0
2025-12-10T05:39:47.470661 low_power_mode: 0
2025-12-10T05:39:47.470661 status_events: 92
2025-12-10T05:39:47.474665 acceleration: 1.3400
2025-12-10T05:39:47.475166 height_pressure: 17.10
2025-12-10T05:39:47.478666 height_gnss: 29.30
2025-12-10T05:39:47.479166 lat_gnss: 81.8461227
2025-12-10T05:39:47.483169 lon_gnss: -49.8848571
2025-12-10T05:39:47.483169 battery_voltage: 9.10
2025-12-10T05:39:47.486856 rssi: -88.00
2025-12-10T05:39:47.486856 time_since_last_packet: 126
2025-12-10T05:39:47.613885 temperature > 80 C: 20
2025-12-10T05:39:47.614379 subsystem_status: 6
2025-12-10T05:39:47.614379 flight_mode: 1
2025-12-10T05:39:47.614879 low_power_mode: 0
2025-12-10T05:39:47.618379 status_events: 201
2025-12-10T05:39:47.618379 acceleration: 8.2200
2025-12-10T05:39:47.622379 height_pressure: 13.90
2025-12-10T05:39:47.622379 height_gnss: 3.90
2025-12-10T05:39:47.626384 lat_gnss: 85.6948165
2025-12-10T05:39:47.626384 lon_gnss: -97.6265792
2025-12-10T05:39:47.630384 battery_voltage: 5.28
2025-12-10T05:39:47.630384 rssi: -74.00
2025-12-10T05:39:47.630884 time_since_last_packet: 125
2025-12-10T05:39:47.755625 temperature > 80 C: 43
2025-12-10T05:39:47.757628 subsystem_status: 7
2025-12-10T05:39:47.757628 flight_mode: 0
2025-12-10T05:39:47.761630 low_power_mode: 0
2025-12-10T05:39:47.761630 status_events: 181
2025-12-10T05:39:47.762128 acceleration: 5.1300
2025-12-10T05:39:47.772641 height_pressure: 7.30
2025-12-10T05:39:47.773145 height_gnss: 16.00
2025-12-10T05:39:47.773145 lat_gnss: 1.7873909
2025-12-10T05:39:47.773645 lon_gnss: 52.9633674
2025-12-10T05:39:47.773645 battery_voltage: 5.95
2025-12-10T05:39:47.774145 rssi: -50.00
2025-12-10T05:39:47.777645 time_since_last_packet: 125
2025-12-10T05:39:47.903883 temperature > 80 C: 61
2025-12-10T05:39:47.904383 subsystem_status: 1
2025-12-10T05:39:47.904383 flight_mode: 1
2025-12-10T05:39:47.904884 low_power_mode: 0
2025-12-10T05:39:47.904884 status_events: 130
2025-12-10T05:39:47.908891 acceleration: 4.9800
2025-12-10T05:39:47.909384 height_pressure: 7.70
2025-12-10T05:39:47.912385 height_gnss: 7.50
2025-12-10T05:39:47.913387 lat_gnss: -63.8078689
2025-12-10T05:39:47.916891 lon_gnss: -70.3277359
2025-12-10T05:39:47.917391 battery_voltage: 8.11
2025-12-10T05:39:47.917391 rssi: -78.00
2025-12-10T05:39:47.921392 time_since_last_packet: 126
2025-12-10T05:39:48.047773 temperature > 80 C: 76
2025-12-10T05:39:48.048276 subsystem_status: 3
2025-12-10T05:39:48.048276 flight_mode: 1
2025-12-10T05:39:48.048776 low_power_mode: 0
2025-12-10T05:39:48.052278 status_events: 18
2025-12-10T05:39:48.052278 acceleration: 12.4400
2025-12-10T05:39:48.052278 height_pressure: 5.80
2025-12-10T05:39:48.056283 height_gnss: 28.30
2025-12-10T05:39:48.056783 lat_gnss: -20.3954563
2025-12-10T05:39:48.060783 lon_gnss: -68.2346496
2025-12-10T05:39:48.060783 battery_voltage: 10.82
2025-12-10T05:39:48.064289 rssi: -67.00
2025-12-10T05:39:48.064789 time_since_last_packet: 126
2025-12-10T05:39:48.190409 temperature > 80 C: 76
2025-12-10T05:39:48.191412 subsystem_status: 6
2025-12-10T05:39:48.191912 flight_mode: 0
2025-12-10T05:39:48.191912 low_power_mode: 1
2025-12-10T05:39:48.196428 status_events: 76
2025-12-10T05:39:48.197428 acceleration: 3.2200
2025-12-10T05:39:48.200425 height_pressure: 29.40
2025-12-10T05:39:48.200921 height_gnss: 5.50
2025-12-10T05:39:48.203927 lat_gnss: 44.1825370
2025-12-10T05:39:48.204427 lon_gnss: 137.6687316
2025-12-10T05:39:48.207930 battery_voltage: 10.59
2025-12-10T05:39:48.207930 rssi: -44.00
2025-12-10T05:39:48.211430 time_since_last_packet: 126
2025-12-10T05:39:48.337693 temperature > 80 C: 64
2025-12-10T05:39:48.338200 subsystem_status: 0
2025-12-10T05:39:48.338200 flight_mode: 1
2025-12-10T05:39:48.339200 low_power_mode: 0
2025-12-10T05:39:48.339200 status_events: 199
2025-12-10T05:39:48.343207 acceleration: 7.4400
2025-12-10T05:39:48.343207 height_pressure: 28.80
2025-12-10T05:39:48.347113 height_gnss: 18.60
2025-12-10T05:39:48.347613 lat_gnss: -71.8592605
2025-12-10T05:39:48.347613 lon_gnss: 116.1053009
2025-12-10T05:39:48.351614 battery_voltage: 8.40
2025-12-10T05:39:48.351614 rssi: -49.00
2025-12-10T05:39:48.355118 time_since_last_packet: 126
2025-12-10T05:39:48.481338 temperature > 80 C: 74
2025-12-10T05:39:48.481841 subsystem_status: 0
2025-12-10T05:39:48.482341 flight_mode: 1
2025-12-10T05:39:48.482341 low_power_mode: 1
2025-12-10T05:39:48.482341 status_events: 109
2025-12-10T05:39:48.486346 acceleration: 16.3900
2025-12-10T05:39:48.486846 height_pressure: 24.40
2025-12-10T05:39:48.490846 height_gnss: 7.40
2025-12-10T05:39:48.490846 lat_gnss: 32.3675956
2025-12-10T05:39:48.494856 lon_gnss: 15.5263252
2025-12-10T05:39:48.495357 battery_voltage: 7.20
2025-12-10T05:39:48.498591 rssi: -94.00
2025-12-10T05:39:48.499090 time_since_last_packet: 125
2025-12-10T05:39:48.625587 temperature > 80 C: 77
2025-12-10T05:39:48.626089 subsystem_status: 0
2025-12-10T05:39:48.626089 flight_mode: 1
2025-12-10T05:39:48.626589 low_power_mode: 0
2025-12-10T05:39:48.630090 status_events: 77
2025-12-10T05:39:48.630090 acceleration: 19.0100
2025-12-10T05:39:48.634094 height_pressure: 18.10
2025-12-10T05:39:48.634094 height_gnss: 9.10
2025-12-10T05:39:48.637959 lat_gnss: -62.6195869
2025-12-10T05:39:48.638462 lon_gnss: -124.8249969
2025-12-10T05:39:48.641962 battery_voltage: 10.31
2025-12-10T05:39:48.642463 rssi: -73.00
2025-12-10T05:39:48.642463 time_since_last_packet: 125
2025-12-10T05:39:48.768657 temperature > 80 C: 72
2025-12-10T05:39:48.779162 subsystem_status: 1
2025-12-10T05:39:48.779666 flight_mode: 1
2025-12-10T05:39:48.779666 low_power_mode: 0
2025-12-10T05:39:48.779666 status_events: 194
2025-12-10T05:39:48.780168 acceleration: 13.6600
2025-12-10T05:39:48.780168 height_pressure: 13.80
2025-12-10T05:39:48.780168 height_gnss: 3.70
2025-12-10T05:39:48.781665 lat_gnss: -52.9387588
2025-12-10T05:39:48.781665 lon_gnss: 61.7431755
2025-12-10T05:39:48.785672 battery_voltage: 5.09
2025-12-10T05:39:48.785672 rssi: -98.00
2025-12-10T05:39:48.789398 time_since_last_packet: 125
2025-12-10T05:39:48.915862 temperature > 80 C: 29
2025-12-10T05:39:48.916365 subsystem_status: 1
2025-12-10T05:39:48.916365 flight_mode: 0
2025-12-10T05:39:48.916865 low_power_mode: 0
2025-12-10T05:39:48.916865 status_events: 50
2025-12-10T05:39:48.920862 acceleration: 9.7600
2025-12-10T05:39:48.921362 height_pressure: 24.70
2025-12-10T05:39:48.924868 height_gnss: 21.40
2025-12-10T05:39:48.925368 lat_gnss: 37.3297615
2025-12-10T05:39:48.928868 lon_gnss: -152.7701263
2025-12-10T05:39:48.929368 battery_voltage: 9.35
2025-12-10T05:39:48.929868 rssi: -66.00
2025-12-10T05:39:48.932369 time_since_last_packet: 125
2025-12-10T05:39:49.059140 temperature > 80 C: 25
2025-12-10T05:39:49.060143 subsystem_status: 3
2025-12-10T05:39:49.060143 flight_mode: 1
2025-12-10T05:39:49.060644 low_power_mode: 0
2025-12-10T05:39:49.064150 status_events: 192
2025-12-10T05:39:49.064650 acceleration: 6.7300
2025-12-10T05:39:49.068150 height_pressure: 5.90
2025-12-10T05:39:49.068650 height_gnss: 11.50
2025-12-10T05:39:49.068650 lat_gnss: -10.8567838
2025-12-10T05:39:49.079157 lon_gnss: 143.1952056
2025-12-10T05:39:49.079660 battery_voltage: 10.09
2025-12-10T05:39:49.079660 rssi: -53.00
2025-12-10T05:39:49.080159 time_since_last_packet: 125
2025-12-10T05:39:49.206778 temperature > 80 C: 25
2025-12-10T05:39:49.207285 subsystem_status: 3
2025-12-10T05:39:49.207285 flight_mode: 1
2025-12-10T05:39:49.207786 low_power_mode: 1
2025-12-10T05:39:49.207786 status_events: 127
2025-12-10T05:39:49.207786 acceleration: 11.6300
2025-12-10T05:39:49.211784 height_pressure: 17.30
2025-12-10T05:39:49.211784 height_gnss: 17.70
2025-12-10T05:39:49.215790 lat_gnss: -71.8034286
2025-12-10T05:39:49.215790 lon_gnss: -34.3930969
2025-12-10T05:39:49.219790 battery_voltage: 6.52
2025-12-10T05:39:49.219790 rssi: -39.00
2025-12-10T05:39:49.223794 time_since_last_packet: 126
2025-12-10T05:39:49.350154 temperature > 80 C: 30
2025-12-10T05:39:49.350656 subsystem_status: 4
2025-12-10T05:39:49.350656 flight_mode: 0
2025-12-10T05:39:49.351156 low_power_mode: 0
2025-12-10T05:39:49.351156 status_events: 57
2025-12-10T05:39:49.355163 acceleration: 13.9700
2025-12-10T05:39:49.355163 height_pressure: 27.70
2025-12-10T05:39:49.359164 height_gnss: 23.70
2025-12-10T05:39:49.360667 lat_gnss: -32.8151168
2025-12-10T05:39:49.362670 lon_gnss: -78.8784332
2025-12-10T05:39:49.363674 battery_voltage: 11.34
2025-12-10T05:39:49.364178 rssi: -81.00
2025-12-10T05:39:49.366976 time_since_last_packet: 126
2025-12-10T05:39:49.493466 temperature > 80 C: 23
2025-12-10T05:39:49.493969 subsystem_status: 3
2025-12-10T05:39:49.494469 flight_mode: 0
2025-12-10T05:39:49.494469 low_power_mode: 0
2025-12-10T05:39:49.498481 status_events: 2
2025-12-10T05:39:49.498481 acceleration: 19.4400
2025-12-10T05:39:49.502479 height_pressure: 19.30
2025-12-10T05:39:49.502479 height_gnss: 26.90
2025-12-10T05:39:49.502479 lat_gnss: -64.0848388
2025-12-10T05:39:49.513488 lon_gnss: -48.9952468
2025-12-10T05:39:49.513991 battery_voltage: 8.75
2025-12-10T05:39:49.513991 rssi: -65.00
2025-12-10T05:39:49.514491 time_since_last_packet: 125
2025-12-10T05:39:49.639823 temperature > 80 C: 55
2025-12-10T05:39:49.640326 subsystem_status: 2
2025-12-10T05:39:49.640326 flight_mode: 1
2025-12-10T05:39:49.641827 low_power_mode: 0
2025-12-10T05:39:49.641827 status_events: 202
2025-12-10T05:39:49.642327 acceleration: 6.6500
2025-12-10T05:39:49.645834 height_pressure: 2.70
2025-12-10T05:39:49.645834 height_gnss: 2.90
2025-12-10T05:39:49.649809 lat_gnss: 10.2016334
2025-12-10T05:39:49.650309 lon_gnss: 15.0726709
2025-12-10T05:39:49.653816 battery_voltage: 11.30
2025-12-10T05:39:49.654317 rssi: -76.00
2025-12-10T05:39:49.657816 time_since_last_packet: 126
2025-12-10T05:39:49.783876 temperature > 80 C: 61
2025-12-10T05:39:49.784375 subsystem_status: 0
2025-12-10T05:39:49.784375 flight_mode: 1
2025-12-10T05:39:49.784862 low_power_mode: 0
2025-12-10T05:39:49.785375 status_events: 119
2025-12-10T05:39:49.788878 acceleration: 6.6100
2025-12-10T05:39:49.789378 height_pressure: 11.10
2025-12-10T05:39:49.793383 height_gnss: 5.00
2025-12-10T05:39:49.794389 lat_gnss: -31.2800083
2025-12-10T05:39:49.794892 lon_gnss: 45.3344650
2025-12-10T05:39:49.805903 battery_voltage: 7.11
2025-12-10T05:39:49.806406 rssi: -40.00
2025-12-10T05:39:49.806406 time_since_last_packet: 126
2025-12-10T05:39:49.924665 temperature > 80 C: 74
2025-12-10T05:39:49.924665 subsystem_status: 6
